MarkerID Clock Adjusted Fk N_Shared N_Others PostMean PostMode PostMedian PostCI025 PostCI975 Robust Lower Upper
27 R 0 34 100 100 0.24524799 0.24373731 0.24373731 0.20422810 0.28489067 0.21483584 0.06961638 0.66298247
27 C 0 34 100 100 0.18004285 0.18010075 0.17625009 0.15157192 0.20728018 0.15568712 0.04047736 0.59881566
27 M 1 34 100 100 0.16354811 0.16165332 0.16165332 0.13254353 0.19471863 0.15946719 0.05386386 0.47211216
27 R 1 34 100 100 0.24524799 0.24373731 0.24373731 0.20422810 0.28489067 0.21483584 0.06961638 0.66298247
27 C 1 34 100 100 0.18004285 0.18010075 0.17625009 0.15157192 0.20728018 0.15568712 0.04047736 0.59881566
73 M 0 34 100 100 0.22264266 0.22355135 0.21877169 0.17457901 0.27354437 0.21665431 0.05391045 0.87068637
73 R 0 34 100 100 0.33733228 0.33706579 0.32985912 0.27151730 0.40537962 0.29447679 0.06877889 1.26080225
73 C 0 34 100 100 0.24043636 0.23852606 0.23852606 0.19423605 0.28833394 0.22593136 0.04004231 1.27477614
73 M 1 34 100 100 0.22264266 0.22355135 0.21877169 0.17457901 0.27354437 0.21665431 0.05391045 0.87068637
73 R 1 34 100 100 0.33733228 0.33706579 0.32985912 0.27151730 0.40537962 0.29447679 0.06877889 1.26080225
73 C 1 34 100 100 0.24043636 0.23852606 0.23852606 0.19423605 0.28833394 0.22593136 0.04004231 1.27477614
1 M 0 37 100 100 0.24435161 0.24373731 0.23852606 0.19385092 0.29672044 0.31995875 0.09265963 1.10483501
1 R 0 37 100 100 0.28620882 0.28354713 0.28354713 0.22978850 0.34276315 0.30120323 0.09893061 0.91704062
1 C 0 37 100 100 0.20381475 0.20503716 0.20065335 0.16438445 0.24336784 0.30431128 0.07284880 1.27119953
1 M 1 37 100 92 0.40569888 0.40068594 0.40068594 0.30064820 0.52173573 0.34977068 0.09265963 1.32031106
1 R 1 37 100 90 0.55640772 0.55411099 0.54226377 0.43906499 0.67587878 0.34797148 0.09893061 1.22393012
1 C 1 37 100 90 0.54793330 0.54226377 0.54226377 0.41579121 0.68661522 0.34891700 0.07284880 1.67117479
115 M 0 39 100 100 0.22704230 0.22843544 0.22355135 0.18271909 0.27161846 0.24857842 0.09314150 0.66341247
115 R 0 39 100 100 0.32578301 0.32280654 0.32280654 0.26845981 0.38187320 0.35020973 0.13955925 0.87881569
115 C 0 39 100 100 0.23050342 0.22843544 0.22843544 0.19092010 0.26906787 0.27916901 0.08893174 0.87635002
115 M 1 39 95 88 0.27741620 0.27748472 0.27155193 0.21580016 0.34260794 0.26165808 0.08537812 0.80190282
115 R 1 39 100 75 0.55994951 0.55411099 0.55411099 0.44598227 0.67511147 0.42354084 0.13955925 1.28538125
115 C 1 39 95 88 0.31132459 0.30915051 0.30915051 0.24778739 0.37521142 0.29932765 0.08169190 1.09676772
87 M 0 41 100 100 0.17288524 0.17248175 0.16879399 0.13697206 0.20985993 0.23742027 0.05652345 0.99725666
87 R 0 41 100 100 0.25331102 0.25450385 0.24906241 0.20990395 0.29604789 0.37298290 0.10227874 1.36016770
87 C 0 41 100 100 0.15603016 0.15481473 0.15481473 0.12955486 0.18227337 0.31645141 0.05874029 1.70481798
87 M 1 41 99 89 0.25285632 0.24906241 0.24906241 0.19100559 0.32184300 0.27043388 0.05581690 1.31025698
87 R 1 41 100 81 0.65794657 0.64461441 0.64461441 0.47753331 0.86458789 0.49585832 0.10227874 2.40397438
87 C 1 41 93 88 0.22764183 0.22355135 0.22355135 0.17438724 0.28851247 0.36532794 0.05193463 2.56985569
4 M 0 51 100 100 0.29435176 0.29607218 0.28974198 0.23283495 0.35662159 0.33608377 0.13020540 0.86749324
4 R 0 51 100 100 0.43191230 0.42752610 0.42752610 0.36158430 0.49809414 0.41743697 0.21853541 0.79737020
4 C 0 51 100 100 0.31707263 0.31590474 0.31590474 0.26560078 0.36599369 0.35340314 0.13432136 0.92981324
4 M 1 51 100 92 0.43814413 0.43686657 0.42752610 0.34066682 0.53785188 0.36248921 0.13020540 1.00916268
4 R 1 51 100 75 0.74691131 0.74989983 0.73386653 0.61667575 0.87387925 0.47660595 0.21853541 1.03943448
4 C 1 51 100 80 0.64857453 0.64461441 0.64461441 0.52781321 0.76777963 0.40907515 0.13432136 1.24583667
117 M 0 54 100 100 0.33608898 0.33706579 0.32985912 0.26660285 0.40669546 0.32027008 0.11885551 0.86300520
117 R 0 54 100 100 0.61522150 0.61734460 0.60414541 0.52449260 0.69972575 0.54004160 0.28062082 1.03928472
117 C 0 54 100 100 0.43520528 0.43686657 0.42752610 0.36968143 0.49648888 0.43105172 0.16390484 1.13361864
117 M 1 54 100 100 0.33608898 0.33706579 0.32985912 0.26660285 0.40669546 0.32027008 0.11885551 0.86300520
117 R 1 54 61 100 0.37777311 0.37553080 0.37553080 0.30160403 0.45418682 0.40828836 0.16039818 1.03928472
117 C 1 54 100 100 0.43520528 0.43686657 0.42752610 0.36968143 0.49648888 0.43105172 0.16390484 1.13361864
83 M 0 61 100 100 0.58214020 0.57858760 0.57858760 0.44376231 0.72548089 0.45680544 0.14263912 1.46293112
83 R 0 61 100 100 1.40706681 1.40346768 1.40346768 1.19373076 1.60410714 0.83340238 0.31433832 2.20959233
83 C 0 61 100 100 1.37249998 1.37346071 1.34409530 1.15461051 1.57774165 0.75437008 0.20771329 2.73971018
83 M 1 61 100 100 0.58214020 0.57858760 0.57858760 0.44376231 0.72548089 0.45680544 0.14263912 1.46293112
83 R 1 61 100 93 1.50958101 1.49747972 1.49747972 1.27735379 1.72660009 0.85161032 0.31433832 2.30719610
83 C 1 61 100 99 1.42130360 1.43413024 1.40346768 1.19340884 1.63252283 0.75998605 0.20771329 2.78065401
24 M 0 62 100 100 0.27935191 0.27748472 0.27748472 0.21974724 0.34226717 0.28554579 0.07628075 1.06889877
24 R 0 62 100 100 0.42114600 0.41838534 0.41838534 0.34651285 0.49639391 0.46432047 0.14635522 1.47308381
24 C 0 62 100 100 0.27776072 0.27748472 0.27155193 0.22703518 0.33016728 0.38627316 0.08701152 1.71479531
24 M 1 62 100 100 0.27935191 0.27748472 0.27748472 0.21974724 0.34226717 0.28554579 0.07628075 1.06889877
24 R 1 62 98 100 0.41263212 0.40944001 0.40944001 0.33879962 0.48720033 0.45977586 0.14350429 1.47308381
24 C 1 62 100 100 0.27776072 0.27748472 0.27155193 0.22703518 0.33016728 0.38627316 0.08701152 1.71479531
47 M 0 63 100 100 0.43691099 0.43686657 0.42752610 0.34961062 0.52455448 0.46361854 0.19175003 1.12094981
47 R 0 63 100 100 0.88858818 0.89144116 0.87238161 0.76229994 1.00466000 0.77737621 0.41290571 1.46356361
47 C 0 63 100 100 0.68891380 0.68779426 0.67308881 0.58976417 0.78003345 0.69496657 0.28793167 1.67740674
47 M 1 63 100 92 0.56208553 0.56621705 0.55411099 0.44376538 0.68278722 0.49211274 0.19175003 1.26297219
47 R 1 63 100 73 1.49432169 1.49747972 1.46546271 1.26684863 1.70441132 0.90493227 0.41290571 1.98326735
47 C 1 63 100 73 1.52243715 1.53019623 1.49747972 1.27687060 1.75456477 0.85105833 0.28793167 2.51552837
65 M 0 63 100 100 0.19467528 0.19636326 0.19216489 0.15626000 0.23309375 0.20353602 0.07956425 0.52067242
65 R 0 63 100 100 0.41365553 0.40944001 0.40944001 0.35398662 0.46862831 0.36100714 0.16326845 0.79823233
65 C 0 63 100 100 0.27471034 0.27748472 0.27155193 0.23577166 0.31018171 0.25958687 0.09476592 0.71107148
65 M 1 63 98 97 0.19967547 0.20065335 0.19636326 0.15937267 0.24047317 0.20453781 0.07733944 0.54093636
65 R 1 63 88 78 0.47748208 0.47631419 0.46613031 0.39614478 0.55593277 0.36695943 0.13155155 1.02362328
65 C 1 63 87 97 0.25114065 0.24906241 0.24906241 0.21174472 0.28816632 0.23489005 0.07426601 0.74291502
107 M 0 68 100 100 0.17644250 0.17625009 0.17248175 0.14305264 0.20916203 0.29143768 0.12032876 0.70586551
107 R 0 68 100 100 0.32454390 0.32280654 0.32280654 0.27991288 0.36514643 0.47017747 0.29339683 0.75347391
107 C 0 68 100 100 0.20172634 0.20065335 0.20065335 0.17481334 0.22609423 0.38278273 0.17051732 0.85928292
107 M 1 68 100 73 0.54573195 0.54226377 0.53066985 0.41443544 0.68585948 0.40586879 0.12032876 1.36899507
107 R 1 68 100 73 0.99680566 0.99316995 0.99316995 0.83781413 1.14970111 0.68518665 0.29339683 1.60015618
107 C 1 68 100 73 0.85017354 0.85372957 0.83547632 0.68804754 1.01431471 0.57921403 0.17051732 1.96747700
110 M 0 68 100 100 0.53953950 0.54226377 0.53066985 0.41612396 0.66901640 0.44013615 0.12936391 1.49747972
110 R 0 68 100 100 1.09421922 1.08284995 1.08284995 0.92324544 1.25665531 0.83286220 0.33495980 2.07087373
110 C 0 68 100 100 0.97225835 0.97193538 0.95115482 0.78032922 1.17094117 0.70892321 0.19133605 2.62664618
110 M 1 68 100 100 0.53953950 0.54226377 0.53066985 0.41612396 0.66901640 0.44013615 0.12936391 1.49747972
110 R 1 68 100 100 1.09421922 1.08284995 1.08284995 0.92324544 1.25665531 0.83286220 0.33495980 2.07087373
110 C 1 68 100 100 0.97225835 0.97193538 0.95115482 0.78032922 1.17094117 0.70892321 0.19133605 2.62664618
59 M 0 70 100 100 0.15456211 0.15481473 0.15150470 0.12156943 0.18883887 0.19804677 0.04854561 0.80795202
59 R 0 70 100 100 0.22811320 0.22843544 0.22355135 0.18781208 0.26839226 0.30342469 0.08496733 1.08355227
59 C 0 70 100 100 0.13821227 0.13895730 0.13598631 0.11327293 0.16323578 0.23259530 0.04576418 1.18215974
59 M 1 70 97 100 0.14944651 0.14826543 0.14826543 0.11691096 0.18345916 0.19522139 0.04717037 0.80795202
59 R 1 70 99 92 0.29432738 0.28974198 0.28974198 0.23594417 0.35525252 0.33485515 0.08401264 1.33465602
59 C 1 70 99 92 0.18170221 0.18010075 0.18010075 0.14321743 0.22301305 0.25943857 0.04509584 1.49256282
123 M 0 73 100 100 0.21575741 0.21409422 0.21409422 0.17371024 0.25767740 0.27367298 0.12216302 0.61308978
123 R 0 73 100 100 0.39764628 0.40068594 0.39211903 0.34161610 0.44905810 0.45277552 0.31277966 0.65543159
123 C 0 73 100 100 0.25967574 0.26006418 0.25450385 0.22353773 0.29313614 0.35643303 0.18599485 0.68305389
123 M 1 73 94 92 0.28963031 0.28974198 0.28354713 0.22859267 0.35176660 0.28742188 0.11371287 0.72649070
123 R 1 73 93 76 0.65708612 0.65869777 0.64461441 0.55146862 0.75857953 0.52859769 0.28157718 0.99232301
123 C 1 73 93 76 0.47574064 0.47631419 0.46613031 0.39662704 0.55198879 0.42297435 0.16545401 1.08131137
5 M 0 84 100 100 0.49080315 0.48672057 0.48672057 0.38518380 0.59936073 0.42448778 0.14823339 1.21558221
5 R 0 84 100 100 0.80928702 0.80013228 0.80013228 0.69108327 0.92011558 0.68113746 0.37069255 1.25157153
5 C 0 84 100 100 0.67416269 0.67308881 0.65869777 0.56400500 0.78097707 0.58582267 0.22524879 1.52359624
5 M 1 84 100 100 0.49080315 0.48672057 0.48672057 0.38518380 0.59936073 0.42448778 0.14823339 1.21558221
5 R 1 84 100 100 0.80928702 0.80013228 0.80013228 0.69108327 0.92011558 0.68113746 0.37069255 1.25157153
5 C 1 84 100 100 0.67416269 0.67308881 0.65869777 0.56400500 0.78097707 0.58582267 0.22524879 1.52359624
7 M 0 84 100 100 0.47790245 0.47631419 0.46613031 0.37268311 0.58679142 0.39986410 0.13253350 1.20642179
7 R 0 84 100 100 0.92517739 0.93081857 0.91091711 0.78202226 1.06125685 0.77670446 0.35386171 1.70481798
7 C 0 84 100 100 0.77752911 0.78302497 0.76628343 0.63307306 0.92253932 0.62411939 0.20508148 1.89936708
7 M 1 84 100 100 0.47790245 0.47631419 0.46613031 0.37268311 0.58679142 0.39986410 0.13253350 1.20642179
7 R 1 84 100 100 0.92517739 0.93081857 0.91091711 0.78202226 1.06125685 0.77670446 0.35386171 1.70481798
7 C 1 84 100 100 0.77752911 0.78302497 0.76628343 0.63307306 0.92253932 0.62411939 0.20508148 1.89936708
8 M 0 84 100 100 0.23645261 0.23852606 0.23342623 0.19058571 0.28188673 0.28672076 0.13510747 0.60846965
8 R 0 84 100 100 0.48380999 0.48672057 0.47631419 0.41846633 0.54295911 0.54803692 0.34524972 0.86993399
8 C 0 84 100 100 0.31391777 0.31590474 0.30915051 0.27124490 0.35254604 0.40595953 0.20432937 0.80655628
8 M 1 84 100 94 0.30025440 0.30254069 0.29607218 0.24025786 0.35991056 0.30399799 0.13510747 0.68400941
8 R 1 84 100 67 0.90521415 0.91091711 0.89144116 0.76592053 1.03704069 0.68672681 0.34524972 1.36594959
8 C 1 84 100 67 0.68217045 0.68779426 0.67308881 0.56826708 0.79325591 0.53206509 0.20432937 1.38547511
79 M 0 84 100 100 0.49156106 0.48672057 0.48672057 0.37047420 0.62255101 0.40749785 0.10735207 1.54682156
79 R 0 84 100 100 1.09631909 1.10650775 1.08284995 0.90716289 1.28133675 0.77260263 0.26181243 2.27993314
79 C 0 84 100 100 1.03590726 1.03704100 1.01486844 0.81017166 1.26629800 0.67520145 0.15823127 2.88120671
79 M 1 84 100 100 0.49156106 0.48672057 0.48672057 0.37047420 0.62255101 0.40749785 0.10735207 1.54682156
79 R 1 84 100 99 1.11928224 1.10650775 1.10650775 0.92440956 1.30989657 0.77720821 0.26181243 2.30719610
79 C 1 84 100 99 1.08950859 1.08284995 1.08284995 0.84851896 1.33555437 0.68047534 0.15823127 2.92639176
85 M 0 85 100 100 0.25643096 0.25450385 0.25450385 0.20543886 0.30806979 0.34050711 0.11096123 1.04491530
85 R 0 85 100 100 0.53480202 0.53066985 0.53066985 0.45724788 0.60744610 0.67600453 0.28874179 1.58266707
85 C 0 85 100 100 0.32848819 0.32985912 0.32280654 0.28114730 0.37279977 0.57175073 0.17337874 1.88546123
85 M 1 85 100 80 0.55143359 0.54226377 0.54226377 0.40904476 0.70944853 0.42563611 0.11096123 1.63269725
85 R 1 85 100 80 1.28448755 1.28723460 1.25971276 1.04339632 1.52475280 0.86151436 0.28874179 2.57048692
85 C 1 85 100 80 1.26018374 1.25971276 1.23277935 0.96109484 1.57320817 0.76827336 0.17337874 3.40436182
108 M 0 86 100 100 0.25041095 0.24906241 0.24373731 0.17961643 0.33507389 0.22459254 0.04365800 1.15538524
108 R 0 86 100 100 0.40222468 0.40068594 0.39211903 0.29605414 0.52276679 0.31008734 0.06561351 1.46546271
108 C 0 86 100 100 0.34288686 0.33706579 0.32985912 0.21103104 0.50860836 0.24018142 0.03533240 1.63269725
108 M 1 86 100 100 0.25041095 0.24906241 0.24373731 0.17961643 0.33507389 0.22459254 0.04365800 1.15538524
108 R 1 86 100 100 0.40222468 0.40068594 0.39211903 0.29605414 0.52276679 0.31008734 0.06561351 1.46546271
108 C 1 86 100 100 0.34288686 0.33706579 0.32985912 0.21103104 0.50860836 0.24018142 0.03533240 1.63269725
121 M 0 86 100 100 0.26597640 0.26006418 0.26006418 0.18280850 0.37197364 0.24627899 0.04050362 1.49747972
121 R 0 86 100 100 0.45056831 0.43686657 0.43686657 0.30511960 0.63116166 0.34794641 0.05721171 2.11611759
121 C 0 86 100 100 0.42090996 0.40068594 0.39211903 0.20917981 0.73367296 0.28465234 0.03018852 2.68403240
121 M 1 86 100 100 0.26597640 0.26006418 0.26006418 0.18280850 0.37197364 0.24627899 0.04050362 1.49747972
121 R 1 86 100 100 0.45056831 0.43686657 0.43686657 0.30511960 0.63116166 0.34794641 0.05721171 2.11611759
121 C 1 86 100 100 0.42090996 0.40068594 0.39211903 0.20917981 0.73367296 0.28465234 0.03018852 2.68403240
133 M 0 86 100 100 0.23766162 0.23342623 0.23342623 0.17002802 0.31866279 0.21546358 0.04121001 1.12653577
133 R 0 86 100 100 0.31979066 0.31590474 0.31590474 0.24114750 0.40851866 0.27382089 0.06085964 1.23198030
133 C 0 86 100 100 0.26588896 0.26006418 0.26006418 0.17568074 0.37979454 0.21637355 0.03186451 1.46926832
133 M 1 86 100 100 0.23766162 0.23342623 0.23342623 0.17002802 0.31866279 0.21546358 0.04121001 1.12653577
133 R 1 86 100 100 0.31979066 0.31590474 0.31590474 0.24114750 0.40851866 0.27382089 0.06085964 1.23198030
133 C 1 86 100 100 0.26588896 0.26006418 0.26006418 0.17568074 0.37979454 0.21637355 0.03186451 1.46926832
103 M 0 92 100 100 0.22533397 0.22355135 0.21877169 0.16766310 0.29008973 0.24617256 0.04813815 1.25889626
103 R 0 92 100 100 0.38557397 0.38373529 0.37553080 0.30505474 0.46961629 0.35589420 0.08268474 1.53185069
103 C 0 92 100 100 0.24563981 0.24373731 0.24373731 0.19041698 0.30494522 0.28712383 0.04390401 1.87773471
103 M 1 92 99 100 0.22200258 0.21877169 0.21877169 0.16516970 0.28621720 0.24392441 0.04726292 1.25889626
103 R 1 92 99 88 0.57284317 0.56621705 0.56621705 0.42846110 0.73232608 0.39720225 0.08065200 1.95617742
103 C 1 92 99 100 0.23761403 0.23852606 0.23342623 0.18403431 0.29537342 0.28322326 0.04271925 1.87773471
10 M 0 93 100 100 0.29982706 0.29607218 0.29607218 0.22655888 0.37773257 0.28412990 0.07275439 1.10962099
10 R 0 93 100 100 0.51964859 0.51932381 0.50822036 0.41854096 0.62006412 0.41834013 0.10610647 1.64936649
10 C 0 93 100 100 0.36132014 0.35964432 0.35964432 0.28916510 0.43387408 0.33688372 0.05917351 1.91792971
10 M 1 93 100 100 0.29982706 0.29607218 0.29607218 0.22655888 0.37773257 0.28412990 0.07275439 1.10962099
10 R 1 93 100 97 0.56471392 0.56621705 0.55411099 0.45296333 0.67585287 0.42988734 0.10610647 1.74167626
10 C 1 93 100 99 0.37325316 0.37553080 0.36750173 0.29794708 0.44897986 0.34063499 0.05917351 1.96088060
75 M 0 124 100 100 0.72356617 0.71817602 0.71817602 0.57843687 0.86867521 0.66635828 0.28465234 1.55991461
75 R 0 124 100 100 1.63011916 1.63269725 1.59778921 1.42057390 1.83624138 1.44861563 0.93505280 2.24424466
75 C 0 124 100 100 1.71385478 1.70481798 1.70481798 1.47082674 1.93764984 1.37301552 0.63727274 2.95818652
75 M 1 124 100 99 0.78710255 0.78302497 0.78302497 0.62785453 0.94644415 0.67439932 0.28465234 1.59778921
75 R 1 124 100 99 1.74642453 1.74206436 1.74206436 1.52422698 1.94446077 1.46879208 0.93505280 2.30719610
75 C 1 124 100 99 1.71385479 1.70481798 1.70481798 1.47082674 1.93764984 1.39545257 0.63727274 3.05565854
69 M 0 128 100 100 0.33142812 0.32985912 0.32985912 0.26911997 0.39188926 0.47002507 0.23606438 0.93586150
69 R 0 128 100 100 0.64944508 0.64461441 0.64461441 0.56737792 0.72283697 0.83340238 0.67134541 1.03457849
69 C 0 128 100 100 0.45169290 0.45616417 0.44641110 0.39546977 0.50149542 0.75217228 0.45913143 1.23224659
69 M 1 128 100 77 0.77313270 0.76628343 0.76628343 0.60631338 0.94315955 0.57559424 0.23606438 1.40346768
69 R 1 128 100 77 1.55543336 1.56362752 1.53019623 1.34533910 1.74662048 1.10507382 0.67134541 1.81901614
69 C 1 128 100 77 1.53610987 1.53019623 1.53019623 1.31851949 1.73546033 1.00722057 0.45913143 2.20959233
39 M 0 157 100 100 0.49188640 0.48672057 0.48672057 0.38595420 0.60106441 0.42803460 0.14676700 1.24832978
39 R 0 157 100 100 1.08544398 1.08284995 1.08284995 0.92159949 1.24043037 0.92410361 0.43021408 1.98498263
39 C 0 157 100 100 0.89938420 0.89144116 0.89144116 0.74292836 1.05248629 0.76322571 0.25676906 2.26862801
39 M 1 157 100 100 0.49188640 0.48672057 0.48672057 0.38595420 0.60106441 0.42803460 0.14676700 1.24832978
39 R 1 157 94 100 1.02048289 1.01486844 1.01486844 0.86181523 1.17217473 0.88804122 0.39729174 1.98498263
39 C 1 157 100 100 0.89938420 0.89144116 0.89144116 0.74292836 1.05248629 0.76322571 0.25676906 2.26862801
109 M 0 193 100 100 0.48533509 0.48672057 0.47631419 0.38968145 0.57979589 0.52792439 0.24289592 1.14742218
109 R 0 193 100 100 1.15860790 1.08284995 1.10650775 0.95080834 1.47655326 1.08238199 0.70342884 1.66548584
109 C 0 193 100 100 1.21690009 1.20642179 1.20642179 1.04966365 1.36860729 0.91753624 0.46602958 1.80647924
109 M 1 193 100 97 0.63046124 0.63083217 0.61734460 0.50361326 0.75716545 0.54720844 0.24289592 1.23277935
109 R 1 193 100 97 1.37272222 1.37346071 1.34409530 1.19339188 1.53199818 1.13117126 0.70342884 1.81901614
109 C 1 193 100 97 1.21690009 1.20642179 1.20642179 1.04966365 1.36860729 0.96138507 0.46602958 1.98326735
13 M 0 206 100 100 0.64177818 0.64461441 0.63083217 0.50032860 0.78726149 0.52473931 0.17609778 1.56362752
13 R 0 206 100 100 1.36445902 1.37346071 1.34409530 1.16233347 1.55381476 1.05319077 0.49126492 2.25786687
13 C 0 206 100 100 1.35210529 1.34409530 1.34409530 1.11956169 1.57618753 0.93323577 0.30411404 2.86382376
13 M 1 206 100 100 0.64177818 0.64461441 0.63083217 0.50032860 0.78726149 0.52473931 0.17609778 1.56362752
13 R 1 206 100 100 1.36445902 1.37346071 1.34409530 1.16233347 1.55381476 1.05319077 0.49126492 2.25786687
13 C 1 206 100 100 1.35210529 1.34409530 1.34409530 1.11956169 1.57618753 0.93323577 0.30411404 2.86382376
16 M 0 206 100 100 0.60709545 0.60414541 0.59122842 0.46798982 0.75154235 0.48946327 0.15656442 1.53019623
16 R 0 206 100 100 1.31037376 1.31535774 1.28723460 1.10832110 1.50078479 0.94582504 0.40486428 2.20959233
16 C 0 206 100 100 1.33445580 1.34409530 1.31535774 1.09825223 1.56044678 0.85179439 0.25335137 2.86382376
16 M 1 206 100 100 0.60709545 0.60414541 0.59122842 0.46798982 0.75154235 0.48946327 0.15656442 1.53019623
16 R 1 206 100 100 1.31037376 1.31535774 1.28723460 1.10832110 1.50078479 0.94582504 0.40486428 2.20959233
16 C 1 206 100 100 1.33445580 1.34409530 1.31535774 1.09825223 1.56044678 0.85179439 0.25335137 2.86382376
6 M 0 207 100 100 0.33929951 0.33706579 0.33706579 0.27605652 0.40052378 0.42311387 0.27688566 0.64656781
6 R 0 207 100 100 0.66909113 0.67308881 0.65869777 0.58591583 0.74277120 0.71802082 0.70601808 0.73022763
6 C 0 207 100 100 0.49455658 0.49735430 0.48672057 0.43434757 0.54763832 0.59739374 0.49456738 0.72159890
6 M 1 207 100 78 0.54928215 0.55411099 0.54226377 0.44175697 0.65555239 0.48458098 0.27688566 0.84807111
6 R 1 207 51 78 0.54345323 0.54226377 0.53066985 0.44156033 0.64269027 0.57015290 0.36486370 0.89094729
6 C 1 207 58 78 0.49914586 0.49735430 0.49735430 0.41068992 0.58480581 0.48307903 0.24739746 0.94328113
31 M 0 218 100 100 0.32234877 0.32280654 0.31590474 0.26144878 0.38205931 0.45014110 0.24384268 0.83097432
31 R 0 218 100 100 0.69689854 0.70282099 0.68779426 0.60802188 0.77647187 0.90249084 0.76231902 1.06843683
31 C 0 218 100 100 0.46447960 0.46613031 0.45616417 0.40632873 0.51616778 0.77603329 0.50243210 1.19862496
31 M 1 218 100 63 0.88636546 0.89144116 0.87238161 0.68921344 1.09065234 0.62418684 0.24384268 1.59778921
31 R 1 218 100 63 1.93148655 1.94086391 1.89936708 1.65031532 2.19405755 1.35517945 0.76231902 2.40911130
31 C 1 218 100 63 1.86602579 1.85875748 1.85875748 1.56519440 2.15672263 1.25251862 0.50243210 3.12241769
37 M 0 220 100 100 0.47669516 0.47631419 0.46613031 0.37179227 0.58453016 0.47682919 0.14708454 1.54581897
37 R 0 220 100 100 1.04952027 1.03704100 1.03704100 0.89437125 1.19596612 0.97298625 0.40873270 2.31618914
37 C 0 220 100 100 1.45099926 1.46546271 1.43413024 1.17288324 1.72714077 0.88529723 0.24713210 3.17138558
37 M 1 220 100 97 0.63202809 0.63083217 0.61734460 0.48517582 0.78542873 0.49327704 0.14708454 1.65430195
37 R 1 220 100 96 1.45433733 1.46546271 1.43413024 1.22408736 1.67355236 1.02500832 0.40873270 2.57048692
37 C 1 220 100 96 1.49715259 1.49747972 1.46546271 1.20803562 1.78391891 0.93727841 0.24713210 3.55474185
19 M 0 248 99 100 0.24961899 0.24906241 0.24373731 0.20203557 0.29599175 0.31942589 0.18235584 0.55952635
19 R 0 248 99 100 0.52267811 0.51932381 0.51932381 0.45735755 0.58044618 0.58249361 0.52227987 0.64964939
19 C 0 248 99 100 0.34992247 0.35195491 0.34442991 0.30714556 0.38774329 0.45687525 0.32570882 0.64086381
19 M 1 248 59 95 0.18804760 0.18805629 0.18403554 0.14310843 0.23440777 0.26150112 0.11456241 0.59690467
19 R 1 248 99 50 1.34332648 1.34409530 1.31535774 1.14434183 1.52932871 0.90838715 0.52227987 1.57993301
19 C 1 248 99 50 1.06172318 1.05969797 1.03704100 0.89206724 1.22583970 0.75489314 0.32570882 1.74961072
57 M 0 253 100 100 0.59189730 0.59122842 0.57858760 0.46326249 0.72301211 0.52236311 0.18237256 1.49618571
57 R 0 253 100 100 1.32347821 1.31535774 1.31535774 1.13393405 1.49718688 1.06199072 0.49360632 2.28486596
57 C 0 253 100 100 1.13715564 1.13068242 1.13068242 0.95840565 1.30659051 0.97984461 0.32301590 2.97228544
57 M 1 253 100 96 0.69805032 0.70282099 0.68779426 0.54261996 0.85785832 0.53980822 0.18237256 1.59778921
57 R 1 253 100 96 1.55951725 1.56362752 1.53019623 1.32917367 1.77342031 1.10233064 0.49360632 2.46174487
57 C 1 253 100 96 1.62160388 1.63269725 1.59778921 1.35042292 1.88223341 1.02622746 0.32301590 3.26034347
61 M 0 254 100 100 0.59991650 0.60414541 0.59122842 0.48039005 0.71815557 0.57602981 0.28128875 1.17960756
61 R 0 254 100 100 1.19958077 1.20642179 1.18062777 1.04756847 1.33464867 1.07410927 0.78965288 1.46103530
61 C 0 254 100 100 1.21084535 1.20642179 1.20642179 1.05540035 1.34858477 0.97015152 0.56768744 1.65794397
61 M 1 254 100 99 0.64805765 0.64461441 0.64461441 0.51850735 0.77760764 0.58254002 0.28128875 1.20642179
61 R 1 254 100 99 1.27044488 1.25971276 1.25971276 1.11002673 1.41360777 1.08742318 0.78965288 1.49747972
61 C 1 254 100 99 1.21086562 1.20642179 1.20642179 1.05549908 1.34858789 0.98377018 0.56768744 1.70481798
62 M 0 258 100 100 0.41258121 0.40944001 0.40944001 0.33198002 0.49238668 0.48467363 0.24116972 0.97403825
62 R 0 258 100 100 0.95017584 0.95115482 0.93081857 0.82989184 1.05654056 1.01453949 0.73513648 1.40013508
62 C 0 258 100 100 0.67366911 0.67308881 0.65869777 0.58706738 0.74978246 0.84163822 0.47796414 1.48202519
62 M 1 258 100 88 0.64891496 0.64461441 0.64461441 0.51593687 0.78171743 0.53940004 0.24116972 1.20642179
62 R 1 258 100 88 1.46066021 1.46546271 1.43413024 1.26969136 1.63064406 1.15638450 0.73513648 1.81901614
62 C 1 258 100 88 1.26939168 1.25971276 1.25971276 1.09701267 1.42619161 0.97361731 0.47796414 1.98326735
15 M 0 276 100 100 0.63433345 0.63083217 0.63083217 0.49594322 0.77714890 0.53800292 0.18511259 1.56362752
15 R 0 276 100 100 1.27704180 1.28723460 1.25971276 1.07620246 1.46645241 1.03872334 0.47786085 2.25786687
15 C 0 276 100 100 1.27510793 1.28723460 1.25971276 1.03735311 1.50930947 0.92941142 0.29517770 2.92639176
15 M 1 276 100 100 0.63433345 0.63083217 0.63083217 0.49594322 0.77714890 0.53800292 0.18511259 1.56362752
15 R 1 276 100 100 1.27704180 1.28723460 1.25971276 1.07620246 1.46645241 1.03872334 0.47786085 2.25786687
